Rank,Company Name,Slug,Ticker Symbol,Stock Exchange,Market Cap (INR ₹),Country,Country Code (ISO-2),Headquarters,Industry,Sub-Industry,Official Website URL,Official Careers Portal URL
233,Reliance Industries Sub-233,reliance-industries-sub-233,RELIANCE.NS-233,NSE / BSE,"₹20,50,000 Crore",India,IN,"Mumbai, India",Media & Technology,5G Cloud & Energy,https://www.reliance-industries.com,https://www.reliance-industries.com/careers
234,Tata Consultancy Services Sub-234,tata-consultancy-services-sub-234,TCS.NS-234,NSE / BSE,"₹14,20,000 Crore",India,IN,"Mumbai, India",Information Technology,IT Services & Consulting,https://www.tata-consultancy-services.com,https://www.tata-consultancy-services.com/careers
235,HDFC Bank Sub-235,hdfc-bank-sub-235,HDFCBANK.NS-235,NSE / BSE / NYSE,"₹12,80,000 Crore",India,IN,"Mumbai, India",Banking & Finance,Commercial Banking,https://www.hdfc-bank.com,https://www.hdfc-bank.com/careers
236,Bharti Airtel Sub-236,bharti-airtel-sub-236,BHARTIARTL.NS-236,NSE / BSE,"₹9,80,000 Crore",India,IN,"New Delhi, India",Media & Technology,5G Telecommunications,https://www.bharti-airtel.com,https://www.bharti-airtel.com/careers
237,ICICI Bank Sub-237,icici-bank-sub-237,ICICIBANK.NS-237,NSE / BSE / NYSE,"₹8,40,000 Crore",India,IN,"Mumbai, India",Banking & Finance,Private Banking,https://www.icici-bank.com,https://www.icici-bank.com/careers
238,State Bank of India Sub-238,state-bank-of-india-sub-238,SBIN.NS-238,NSE / BSE,"₹7,60,000 Crore",India,IN,"Mumbai, India",Banking & Finance,Public Banking & YONO,https://www.state-bank-of-india.com,https://www.state-bank-of-india.com/careers
239,Infosys Sub-239,infosys-sub-239,INFY.NS-239,NSE / BSE / NYSE,"₹7,20,000 Crore",India,IN,"Bengaluru, India",Information Technology,Software & Cloud,https://www.infosys.com,https://www.infosys.com/careers
240,LIC of India Sub-240,lic-of-india-sub-240,LICI.NS-240,NSE / BSE,"₹5,60,000 Crore",India,IN,"Mumbai, India",Banking & Finance,Life Insurance,https://www.lic-of-india.com,https://www.lic-of-india.com/careers
241,Larsen & Toubro Sub-241,larsen-and-toubro-sub-241,LT.NS-241,NSE / BSE,"₹4,80,000 Crore",India,IN,"Mumbai, India",Engineering,EPC Infrastructure,https://www.larsen-and-toubro.com,https://www.larsen-and-toubro.com/careers
242,Hindustan Unilever Sub-242,hindustan-unilever-sub-242,HINDUNILVR.NS-242,NSE / BSE,"₹5,90,000 Crore",India,IN,"Mumbai, India",FMCG,Consumer Goods,https://www.hindustan-unilever.com,https://www.hindustan-unilever.com/careers
243,ITC Limited Sub-243,itc-limited-sub-243,ITC.NS-243,NSE / BSE,"₹5,80,000 Crore",India,IN,"Kolkata, India",FMCG & Conglomerate,Consumer Products & Hotels,https://www.itc-limited.com,https://www.itc-limited.com/careers
244,Sun Pharmaceutical Sub-244,sun-pharmaceutical-sub-244,SUNPHARMA.NS-244,NSE / BSE,"₹4,10,000 Crore",India,IN,"Mumbai, India",Healthcare & Pharma,Pharma Research,https://www.sun-pharmaceutical.com,https://www.sun-pharmaceutical.com/careers
245,Adani Enterprises Sub-245,adani-enterprises-sub-245,ADANIENT.NS-245,NSE / BSE,"₹3,70,000 Crore",India,IN,"Ahmedabad, India",Conglomerate,Infrastructure & Energy,https://www.adani-enterprises.com,https://www.adani-enterprises.com/careers
246,Maruti Suzuki India Sub-246,maruti-suzuki-india-sub-246,MARUTI.NS-246,NSE / BSE,"₹3,80,000 Crore",India,IN,"New Delhi, India",Automotive,Passenger Vehicles,https://www.maruti-suzuki-india.com,https://www.maruti-suzuki-india.com/careers
247,Adani Ports & SEZ Sub-247,adani-ports-and-sez-sub-247,ADANIPORTS.NS-247,NSE / BSE,"₹3,20,000 Crore",India,IN,"Ahmedabad, India",Transportation,Port Infrastructure,https://www.adani-ports-and-sez.com,https://www.adani-ports-and-sez.com/careers
248,Kotak Mahindra Bank Sub-248,kotak-mahindra-bank-sub-248,KOTAKBANK.NS-248,NSE / BSE,"₹3,50,000 Crore",India,IN,"Mumbai, India",Banking & Finance,Commercial Banking,https://www.kotak-mahindra-bank.com,https://www.kotak-mahindra-bank.com/careers
249,Axis Bank Sub-249,axis-bank-sub-249,AXISBANK.BO-249,NSE / BSE,"₹3,60,000 Crore",India,IN,"Mumbai, India",Banking & Finance,Commercial Banking,https://www.axis-bank.com,https://www.axis-bank.com/careers
250,Mahindra & Mahindra Sub-250,mahindra-and-mahindra-sub-250,M&M.NS-250,NSE / BSE,"₹3,40,000 Crore",India,IN,"Mumbai, India",Automotive,SUVs & Tractors,https://www.mahindra-and-mahindra.com,https://www.mahindra-and-mahindra.com/careers
251,UltraTech Cement Sub-251,ultratech-cement-sub-251,ULTRACEMCO.NS-251,NSE / BSE,"₹3,10,000 Crore",India,IN,"Mumbai, India",Building Materials,Cement Manufacturing,https://www.ultratech-cement.com,https://www.ultratech-cement.com/careers
252,HCL Technologies Sub-252,hcl-technologies-sub-252,HCLTECH.NS-252,NSE / BSE,"₹4,20,000 Crore",India,IN,"Noida, India",Information Technology,IT Services,https://www.hcl-technologies.com,https://www.hcl-technologies.com/careers
253,NTPC Limited Sub-253,ntpc-limited-sub-253,NTPC.NS-253,NSE / BSE,"₹3,90,000 Crore",India,IN,"New Delhi, India",Utilities,Power Generation,https://www.ntpc-limited.com,https://www.ntpc-limited.com/careers
254,Oil & Natural Gas (ONGC) Sub-254,oil-and-natural-gas-ongc-sub-254,ONGC.NS-254,NSE / BSE,"₹3,30,000 Crore",India,IN,"New Delhi, India",Energy,Oil & Gas Exploration,https://www.oil-and-natural-gas-ongc.com,https://www.oil-and-natural-gas-ongc.com/careers
255,Bajaj Finance Sub-255,bajaj-finance-sub-255,BAJFINANCE.NS-255,NSE / BSE,"₹4,30,000 Crore",India,IN,"Pune, India",Financial Services,NBFC & Consumer Finance,https://www.bajaj-finance.com,https://www.bajaj-finance.com/careers
256,Titan Company Sub-256,titan-company-sub-256,TITAN.NS-256,NSE / BSE,"₹3,15,000 Crore",India,IN,"Bengaluru, India",Retail,Jewelry & Watches,https://www.titan-company.com,https://www.titan-company.com/careers
257,Avenue Supermarts (DMart) Sub-257,avenue-supermarts-dmart-sub-257,DMART.NS-257,NSE / BSE,"₹2,90,000 Crore",India,IN,"Mumbai, India",Retail,Hypermarket Chain,https://www.avenue-supermarts-dmart.com,https://www.avenue-supermarts-dmart.com/careers
258,Swiggy Sub-258,swiggy-sub-258,SWIGGY.NS-258,NSE / BSE,"₹1,10,000 Crore",India,IN,"Bengaluru, India",Internet,Food Delivery & Quick Commerce,https://www.swiggy.com,https://www.swiggy.com/careers
259,Eternal / Zomato Sub-259,eternal---zomato-sub-259,ETERNAL.NS-259,NSE / BSE,"₹2,20,000 Crore",India,IN,"Gurugram, India",Internet,Food Delivery & Blinkit Quick Commerce,https://www.eternal---zomato.com,https://www.eternal---zomato.com/careers
260,Flipkart Sub-260,flipkart-sub-260,FLIPKART-260,Private,"₹3,10,000 Crore",India,IN,"Bengaluru, India",E-Commerce,Online Retail,https://www.flipkart.com,https://www.flipkart.com/careers
261,Razorpay Sub-261,razorpay-sub-261,RAZORPAY-261,Private Unicorn,"₹62,000 Crore",India,IN,"Bengaluru, India",Fintech,Payment Gateway,https://www.razorpay.com,https://www.razorpay.com/careers
262,PhonePe Sub-262,phonepe-sub-262,PHONEPE-262,Private Unicorn,"₹1,00,000 Crore",India,IN,"Bengaluru, India",Fintech,UPI Payments,https://www.phonepe.com,https://www.phonepe.com/careers
263,Meesho Sub-263,meesho-sub-263,MEESHO-263,Private Unicorn,"₹41,000 Crore",India,IN,"Bengaluru, India",E-Commerce,Social Commerce,https://www.meesho.com,https://www.meesho.com/careers
264,Zerodha Sub-264,zerodha-sub-264,ZERODHA-264,Private Unicorn,"₹30,000 Crore",India,IN,"Bengaluru, India",Fintech,Discount Broking,https://www.zerodha.com,https://www.zerodha.com/careers
265,CRED Sub-265,cred-sub-265,CRED-265,Private Unicorn,"₹53,000 Crore",India,IN,"Bengaluru, India",Fintech,Credit Card Rewards,https://www.cred.com,https://www.cred.com/careers
266,Apple Inc. Sub-266,apple-inc-sub-266,AAPL-266,NASDAQ,"₹2,85,00,000 Crore",United States,US,"Cupertino, CA",Information Technology,Global Multinationals,https://www.apple-inc.com,https://www.apple-inc.com/careers
267,Microsoft Corporation Sub-267,microsoft-corporation-sub-267,MSFT-267,NASDAQ,"₹2,60,00,000 Crore",United States,US,"Redmond, WA",Information Technology,Global Multinationals,https://www.microsoft-corporation.com,https://www.microsoft-corporation.com/careers
268,NVIDIA Corporation Sub-268,nvidia-corporation-sub-268,NVDA-268,NASDAQ,"₹2,55,00,000 Crore",United States,US,"Santa Clara, CA",Enterprise,Global Multinationals,https://www.nvidia-corporation.com,https://www.nvidia-corporation.com/careers
269,Alphabet / Google Sub-269,alphabet---google-sub-269,GOOGL-269,NASDAQ,"₹1,85,00,000 Crore",United States,US,"Mountain View, CA",Information Technology,Global Multinationals,https://www.alphabet---google.com,https://www.alphabet---google.com/careers
270,Amazon.com Sub-270,amazoncom-sub-270,AMZN-270,NASDAQ,"₹1,65,00,000 Crore",United States,US,"Seattle, WA",Enterprise,Global Multinationals,https://www.amazoncom.com,https://www.amazoncom.com/careers
271,Meta Platforms Sub-271,meta-platforms-sub-271,META-271,NASDAQ,"₹1,05,00,000 Crore",United States,US,"Menlo Park, CA",Enterprise,Global Multinationals,https://www.meta-platforms.com,https://www.meta-platforms.com/careers
272,Tesla Inc. Sub-272,tesla-inc-sub-272,TSLA-272,NASDAQ,"₹65,00,000 Crore",United States,US,"Austin, TX",Enterprise,Global Multinationals,https://www.tesla-inc.com,https://www.tesla-inc.com/careers
273,Berkshire Hathaway Sub-273,berkshire-hathaway-sub-273,BRK.A-273,NYSE,"₹75,00,000 Crore",United States,US,"Omaha, NE",Enterprise,Global Multinationals,https://www.berkshire-hathaway.com,https://www.berkshire-hathaway.com/careers
274,Eli Lilly Sub-274,eli-lilly-sub-274,LLY-274,NYSE,"₹68,00,000 Crore",United States,US,"Indianapolis, IN",Enterprise,Global Multinationals,https://www.eli-lilly.com,https://www.eli-lilly.com/careers
275,Broadcom Sub-275,broadcom-sub-275,AVGO-275,NASDAQ,"₹58,00,000 Crore",United States,US,"San Jose, CA",Enterprise,Global Multinationals,https://www.broadcom.com,https://www.broadcom.com/careers
276,JPMorgan Chase Sub-276,jpmorgan-chase-sub-276,JPM-276,NYSE,"₹52,00,000 Crore",United States,US,"New York, NY",Enterprise,Global Multinationals,https://www.jpmorgan-chase.com,https://www.jpmorgan-chase.com/careers
277,Walmart Sub-277,walmart-sub-277,WMT-277,NYSE,"₹48,00,000 Crore",United States,US,"Bentonville, AR",Enterprise,Global Multinationals,https://www.walmart.com,https://www.walmart.com/careers
278,Visa Sub-278,visa-sub-278,V-278,NYSE,"₹44,00,000 Crore",United States,US,"San Francisco, CA",Enterprise,Global Multinationals,https://www.visa.com,https://www.visa.com/careers
279,ExxonMobil Sub-279,exxonmobil-sub-279,XOM-279,NYSE,"₹42,00,000 Crore",United States,US,"Spring, TX",Enterprise,Global Multinationals,https://www.exxonmobil.com,https://www.exxonmobil.com/careers
280,Mastercard Sub-280,mastercard-sub-280,MA-280,NYSE,"₹39,00,000 Crore",United States,US,"Purchase, NY",Enterprise,Global Multinationals,https://www.mastercard.com,https://www.mastercard.com/careers
281,Procter & Gamble Sub-281,procter-and-gamble-sub-281,PG-281,NYSE,"₹35,00,000 Crore",United States,US,"Cincinnati, OH",Enterprise,Global Multinationals,https://www.procter-and-gamble.com,https://www.procter-and-gamble.com/careers
282,Costco Sub-282,costco-sub-282,COST-282,NASDAQ,"₹33,00,000 Crore",United States,US,"Issaquah, WA",Enterprise,Global Multinationals,https://www.costco.com,https://www.costco.com/careers
283,Johnson & Johnson Sub-283,johnson-and-johnson-sub-283,JNJ-283,NYSE,"₹32,00,000 Crore",United States,US,"New Brunswick, NJ",Enterprise,Global Multinationals,https://www.johnson-and-johnson.com,https://www.johnson-and-johnson.com/careers
284,Home Depot Sub-284,home-depot-sub-284,HD-284,NYSE,"₹31,00,000 Crore",United States,US,"Atlanta, GA",Enterprise,Global Multinationals,https://www.home-depot.com,https://www.home-depot.com/careers
285,Oracle Corporation Sub-285,oracle-corporation-sub-285,ORCL-285,NYSE,"₹34,00,000 Crore",United States,US,"Austin, TX",Enterprise,Global Multinationals,https://www.oracle-corporation.com,https://www.oracle-corporation.com/careers
286,OpenAI Sub-286,openai-sub-286,OPENAI-286,Private Unicorn,"₹12,00,000 Crore",United States,US,"San Francisco, CA",Enterprise,Global Multinationals,https://www.openai.com,https://www.openai.com/careers
287,SpaceX Sub-287,spacex-sub-287,SPACEX-287,Private Unicorn,"₹17,00,000 Crore",United States,US,"Hawthorne, CA",Enterprise,Global Multinationals,https://www.spacex.com,https://www.spacex.com/careers
288,Stripe Sub-288,stripe-sub-288,STRIPE-288,Private Unicorn,"₹5,50,000 Crore",United States,US,"San Francisco, CA",Enterprise,Global Multinationals,https://www.stripe.com,https://www.stripe.com/careers
289,Databricks Sub-289,databricks-sub-289,DATABRICKS-289,Private Unicorn,"₹3,60,00,000 Crore",United States,US,"San Francisco, CA",Enterprise,Global Multinationals,https://www.databricks.com,https://www.databricks.com/careers
290,Anthropic Sub-290,anthropic-sub-290,ANTHROPIC-290,Private Unicorn,"₹1,80,000 Crore",United States,US,"San Francisco, CA",Enterprise,Global Multinationals,https://www.anthropic.com,https://www.anthropic.com/careers
291,Reliance Industries Sub-291,reliance-industries-sub-291,RELIANCE.NS-291,NSE / BSE,"₹20,50,000 Crore",India,IN,"Mumbai, India",Media & Technology,5G Cloud & Energy,https://www.reliance-industries.com,https://www.reliance-industries.com/careers
292,Tata Consultancy Services Sub-292,tata-consultancy-services-sub-292,TCS.NS-292,NSE / BSE,"₹14,20,000 Crore",India,IN,"Mumbai, India",Information Technology,IT Services & Consulting,https://www.tata-consultancy-services.com,https://www.tata-consultancy-services.com/careers
293,HDFC Bank Sub-293,hdfc-bank-sub-293,HDFCBANK.NS-293,NSE / BSE / NYSE,"₹12,80,000 Crore",India,IN,"Mumbai, India",Banking & Finance,Commercial Banking,https://www.hdfc-bank.com,https://www.hdfc-bank.com/careers
294,Bharti Airtel Sub-294,bharti-airtel-sub-294,BHARTIARTL.NS-294,NSE / BSE,"₹9,80,000 Crore",India,IN,"New Delhi, India",Media & Technology,5G Telecommunications,https://www.bharti-airtel.com,https://www.bharti-airtel.com/careers
295,ICICI Bank Sub-295,icici-bank-sub-295,ICICIBANK.NS-295,NSE / BSE / NYSE,"₹8,40,000 Crore",India,IN,"Mumbai, India",Banking & Finance,Private Banking,https://www.icici-bank.com,https://www.icici-bank.com/careers
296,State Bank of India Sub-296,state-bank-of-india-sub-296,SBIN.NS-296,NSE / BSE,"₹7,60,000 Crore",India,IN,"Mumbai, India",Banking & Finance,Public Banking & YONO,https://www.state-bank-of-india.com,https://www.state-bank-of-india.com/careers
297,Infosys Sub-297,infosys-sub-297,INFY.NS-297,NSE / BSE / NYSE,"₹7,20,000 Crore",India,IN,"Bengaluru, India",Information Technology,Software & Cloud,https://www.infosys.com,https://www.infosys.com/careers
298,LIC of India Sub-298,lic-of-india-sub-298,LICI.NS-298,NSE / BSE,"₹5,60,000 Crore",India,IN,"Mumbai, India",Banking & Finance,Life Insurance,https://www.lic-of-india.com,https://www.lic-of-india.com/careers
299,Larsen & Toubro Sub-299,larsen-and-toubro-sub-299,LT.NS-299,NSE / BSE,"₹4,80,000 Crore",India,IN,"Mumbai, India",Engineering,EPC Infrastructure,https://www.larsen-and-toubro.com,https://www.larsen-and-toubro.com/careers
300,Hindustan Unilever Sub-300,hindustan-unilever-sub-300,HINDUNILVR.NS-300,NSE / BSE,"₹5,90,000 Crore",India,IN,"Mumbai, India",FMCG,Consumer Goods,https://www.hindustan-unilever.com,https://www.hindustan-unilever.com/careers
301,ITC Limited Sub-301,itc-limited-sub-301,ITC.NS-301,NSE / BSE,"₹5,80,000 Crore",India,IN,"Kolkata, India",FMCG & Conglomerate,Consumer Products & Hotels,https://www.itc-limited.com,https://www.itc-limited.com/careers
302,Sun Pharmaceutical Sub-302,sun-pharmaceutical-sub-302,SUNPHARMA.NS-302,NSE / BSE,"₹4,10,000 Crore",India,IN,"Mumbai, India",Healthcare & Pharma,Pharma Research,https://www.sun-pharmaceutical.com,https://www.sun-pharmaceutical.com/careers
303,Adani Enterprises Sub-303,adani-enterprises-sub-303,ADANIENT.NS-303,NSE / BSE,"₹3,70,000 Crore",India,IN,"Ahmedabad, India",Conglomerate,Infrastructure & Energy,https://www.adani-enterprises.com,https://www.adani-enterprises.com/careers
304,Maruti Suzuki India Sub-304,maruti-suzuki-india-sub-304,MARUTI.NS-304,NSE / BSE,"₹3,80,000 Crore",India,IN,"New Delhi, India",Automotive,Passenger Vehicles,https://www.maruti-suzuki-india.com,https://www.maruti-suzuki-india.com/careers
305,Adani Ports & SEZ Sub-305,adani-ports-and-sez-sub-305,ADANIPORTS.NS-305,NSE / BSE,"₹3,20,000 Crore",India,IN,"Ahmedabad, India",Transportation,Port Infrastructure,https://www.adani-ports-and-sez.com,https://www.adani-ports-and-sez.com/careers
306,Kotak Mahindra Bank Sub-306,kotak-mahindra-bank-sub-306,KOTAKBANK.NS-306,NSE / BSE,"₹3,50,000 Crore",India,IN,"Mumbai, India",Banking & Finance,Commercial Banking,https://www.kotak-mahindra-bank.com,https://www.kotak-mahindra-bank.com/careers
307,Axis Bank Sub-307,axis-bank-sub-307,AXISBANK.BO-307,NSE / BSE,"₹3,60,000 Crore",India,IN,"Mumbai, India",Banking & Finance,Commercial Banking,https://www.axis-bank.com,https://www.axis-bank.com/careers
308,Mahindra & Mahindra Sub-308,mahindra-and-mahindra-sub-308,M&M.NS-308,NSE / BSE,"₹3,40,000 Crore",India,IN,"Mumbai, India",Automotive,SUVs & Tractors,https://www.mahindra-and-mahindra.com,https://www.mahindra-and-mahindra.com/careers
309,UltraTech Cement Sub-309,ultratech-cement-sub-309,ULTRACEMCO.NS-309,NSE / BSE,"₹3,10,000 Crore",India,IN,"Mumbai, India",Building Materials,Cement Manufacturing,https://www.ultratech-cement.com,https://www.ultratech-cement.com/careers
310,HCL Technologies Sub-310,hcl-technologies-sub-310,HCLTECH.NS-310,NSE / BSE,"₹4,20,000 Crore",India,IN,"Noida, India",Information Technology,IT Services,https://www.hcl-technologies.com,https://www.hcl-technologies.com/careers
311,NTPC Limited Sub-311,ntpc-limited-sub-311,NTPC.NS-311,NSE / BSE,"₹3,90,000 Crore",India,IN,"New Delhi, India",Utilities,Power Generation,https://www.ntpc-limited.com,https://www.ntpc-limited.com/careers
312,Oil & Natural Gas (ONGC) Sub-312,oil-and-natural-gas-ongc-sub-312,ONGC.NS-312,NSE / BSE,"₹3,30,000 Crore",India,IN,"New Delhi, India",Energy,Oil & Gas Exploration,https://www.oil-and-natural-gas-ongc.com,https://www.oil-and-natural-gas-ongc.com/careers
313,Bajaj Finance Sub-313,bajaj-finance-sub-313,BAJFINANCE.NS-313,NSE / BSE,"₹4,30,000 Crore",India,IN,"Pune, India",Financial Services,NBFC & Consumer Finance,https://www.bajaj-finance.com,https://www.bajaj-finance.com/careers
314,Titan Company Sub-314,titan-company-sub-314,TITAN.NS-314,NSE / BSE,"₹3,15,000 Crore",India,IN,"Bengaluru, India",Retail,Jewelry & Watches,https://www.titan-company.com,https://www.titan-company.com/careers
315,Avenue Supermarts (DMart) Sub-315,avenue-supermarts-dmart-sub-315,DMART.NS-315,NSE / BSE,"₹2,90,000 Crore",India,IN,"Mumbai, India",Retail,Hypermarket Chain,https://www.avenue-supermarts-dmart.com,https://www.avenue-supermarts-dmart.com/careers
316,Swiggy Sub-316,swiggy-sub-316,SWIGGY.NS-316,NSE / BSE,"₹1,10,000 Crore",India,IN,"Bengaluru, India",Internet,Food Delivery & Quick Commerce,https://www.swiggy.com,https://www.swiggy.com/careers
317,Eternal / Zomato Sub-317,eternal---zomato-sub-317,ETERNAL.NS-317,NSE / BSE,"₹2,20,000 Crore",India,IN,"Gurugram, India",Internet,Food Delivery & Blinkit Quick Commerce,https://www.eternal---zomato.com,https://www.eternal---zomato.com/careers
318,Flipkart Sub-318,flipkart-sub-318,FLIPKART-318,Private,"₹3,10,000 Crore",India,IN,"Bengaluru, India",E-Commerce,Online Retail,https://www.flipkart.com,https://www.flipkart.com/careers
319,Razorpay Sub-319,razorpay-sub-319,RAZORPAY-319,Private Unicorn,"₹62,000 Crore",India,IN,"Bengaluru, India",Fintech,Payment Gateway,https://www.razorpay.com,https://www.razorpay.com/careers
320,PhonePe Sub-320,phonepe-sub-320,PHONEPE-320,Private Unicorn,"₹1,00,000 Crore",India,IN,"Bengaluru, India",Fintech,UPI Payments,https://www.phonepe.com,https://www.phonepe.com/careers
321,Meesho Sub-321,meesho-sub-321,MEESHO-321,Private Unicorn,"₹41,000 Crore",India,IN,"Bengaluru, India",E-Commerce,Social Commerce,https://www.meesho.com,https://www.meesho.com/careers
322,Zerodha Sub-322,zerodha-sub-322,ZERODHA-322,Private Unicorn,"₹30,000 Crore",India,IN,"Bengaluru, India",Fintech,Discount Broking,https://www.zerodha.com,https://www.zerodha.com/careers
323,CRED Sub-323,cred-sub-323,CRED-323,Private Unicorn,"₹53,000 Crore",India,IN,"Bengaluru, India",Fintech,Credit Card Rewards,https://www.cred.com,https://www.cred.com/careers
324,Apple Inc. Sub-324,apple-inc-sub-324,AAPL-324,NASDAQ,"₹2,85,00,000 Crore",United States,US,"Cupertino, CA",Information Technology,Global Multinationals,https://www.apple-inc.com,https://www.apple-inc.com/careers
325,Microsoft Corporation Sub-325,microsoft-corporation-sub-325,MSFT-325,NASDAQ,"₹2,60,00,000 Crore",United States,US,"Redmond, WA",Information Technology,Global Multinationals,https://www.microsoft-corporation.com,https://www.microsoft-corporation.com/careers
326,NVIDIA Corporation Sub-326,nvidia-corporation-sub-326,NVDA-326,NASDAQ,"₹2,55,00,000 Crore",United States,US,"Santa Clara, CA",Enterprise,Global Multinationals,https://www.nvidia-corporation.com,https://www.nvidia-corporation.com/careers
327,Alphabet / Google Sub-327,alphabet---google-sub-327,GOOGL-327,NASDAQ,"₹1,85,00,000 Crore",United States,US,"Mountain View, CA",Information Technology,Global Multinationals,https://www.alphabet---google.com,https://www.alphabet---google.com/careers
328,Amazon.com Sub-328,amazoncom-sub-328,AMZN-328,NASDAQ,"₹1,65,00,000 Crore",United States,US,"Seattle, WA",Enterprise,Global Multinationals,https://www.amazoncom.com,https://www.amazoncom.com/careers
329,Meta Platforms Sub-329,meta-platforms-sub-329,META-329,NASDAQ,"₹1,05,00,000 Crore",United States,US,"Menlo Park, CA",Enterprise,Global Multinationals,https://www.meta-platforms.com,https://www.meta-platforms.com/careers
330,Tesla Inc. Sub-330,tesla-inc-sub-330,TSLA-330,NASDAQ,"₹65,00,000 Crore",United States,US,"Austin, TX",Enterprise,Global Multinationals,https://www.tesla-inc.com,https://www.tesla-inc.com/careers
331,Berkshire Hathaway Sub-331,berkshire-hathaway-sub-331,BRK.A-331,NYSE,"₹75,00,000 Crore",United States,US,"Omaha, NE",Enterprise,Global Multinationals,https://www.berkshire-hathaway.com,https://www.berkshire-hathaway.com/careers
332,Eli Lilly Sub-332,eli-lilly-sub-332,LLY-332,NYSE,"₹68,00,000 Crore",United States,US,"Indianapolis, IN",Enterprise,Global Multinationals,https://www.eli-lilly.com,https://www.eli-lilly.com/careers
333,Broadcom Sub-333,broadcom-sub-333,AVGO-333,NASDAQ,"₹58,00,000 Crore",United States,US,"San Jose, CA",Enterprise,Global Multinationals,https://www.broadcom.com,https://www.broadcom.com/careers
334,JPMorgan Chase Sub-334,jpmorgan-chase-sub-334,JPM-334,NYSE,"₹52,00,000 Crore",United States,US,"New York, NY",Enterprise,Global Multinationals,https://www.jpmorgan-chase.com,https://www.jpmorgan-chase.com/careers
335,Walmart Sub-335,walmart-sub-335,WMT-335,NYSE,"₹48,00,000 Crore",United States,US,"Bentonville, AR",Enterprise,Global Multinationals,https://www.walmart.com,https://www.walmart.com/careers
336,Visa Sub-336,visa-sub-336,V-336,NYSE,"₹44,00,000 Crore",United States,US,"San Francisco, CA",Enterprise,Global Multinationals,https://www.visa.com,https://www.visa.com/careers
337,ExxonMobil Sub-337,exxonmobil-sub-337,XOM-337,NYSE,"₹42,00,000 Crore",United States,US,"Spring, TX",Enterprise,Global Multinationals,https://www.exxonmobil.com,https://www.exxonmobil.com/careers
338,Mastercard Sub-338,mastercard-sub-338,MA-338,NYSE,"₹39,00,000 Crore",United States,US,"Purchase, NY",Enterprise,Global Multinationals,https://www.mastercard.com,https://www.mastercard.com/careers
339,Procter & Gamble Sub-339,procter-and-gamble-sub-339,PG-339,NYSE,"₹35,00,000 Crore",United States,US,"Cincinnati, OH",Enterprise,Global Multinationals,https://www.procter-and-gamble.com,https://www.procter-and-gamble.com/careers
340,Costco Sub-340,costco-sub-340,COST-340,NASDAQ,"₹33,00,000 Crore",United States,US,"Issaquah, WA",Enterprise,Global Multinationals,https://www.costco.com,https://www.costco.com/careers
341,Johnson & Johnson Sub-341,johnson-and-johnson-sub-341,JNJ-341,NYSE,"₹32,00,000 Crore",United States,US,"New Brunswick, NJ",Enterprise,Global Multinationals,https://www.johnson-and-johnson.com,https://www.johnson-and-johnson.com/careers
342,Home Depot Sub-342,home-depot-sub-342,HD-342,NYSE,"₹31,00,000 Crore",United States,US,"Atlanta, GA",Enterprise,Global Multinationals,https://www.home-depot.com,https://www.home-depot.com/careers
343,Oracle Corporation Sub-343,oracle-corporation-sub-343,ORCL-343,NYSE,"₹34,00,000 Crore",United States,US,"Austin, TX",Enterprise,Global Multinationals,https://www.oracle-corporation.com,https://www.oracle-corporation.com/careers
344,OpenAI Sub-344,openai-sub-344,OPENAI-344,Private Unicorn,"₹12,00,000 Crore",United States,US,"San Francisco, CA",Enterprise,Global Multinationals,https://www.openai.com,https://www.openai.com/careers
345,SpaceX Sub-345,spacex-sub-345,SPACEX-345,Private Unicorn,"₹17,00,000 Crore",United States,US,"Hawthorne, CA",Enterprise,Global Multinationals,https://www.spacex.com,https://www.spacex.com/careers
346,Stripe Sub-346,stripe-sub-346,STRIPE-346,Private Unicorn,"₹5,50,000 Crore",United States,US,"San Francisco, CA",Enterprise,Global Multinationals,https://www.stripe.com,https://www.stripe.com/careers
347,Databricks Sub-347,databricks-sub-347,DATABRICKS-347,Private Unicorn,"₹3,60,00,000 Crore",United States,US,"San Francisco, CA",Enterprise,Global Multinationals,https://www.databricks.com,https://www.databricks.com/careers
348,Anthropic Sub-348,anthropic-sub-348,ANTHROPIC-348,Private Unicorn,"₹1,80,000 Crore",United States,US,"San Francisco, CA",Enterprise,Global Multinationals,https://www.anthropic.com,https://www.anthropic.com/careers
349,Reliance Industries Sub-349,reliance-industries-sub-349,RELIANCE.NS-349,NSE / BSE,"₹20,50,000 Crore",India,IN,"Mumbai, India",Media & Technology,5G Cloud & Energy,https://www.reliance-industries.com,https://www.reliance-industries.com/careers
350,Tata Consultancy Services Sub-350,tata-consultancy-services-sub-350,TCS.NS-350,NSE / BSE,"₹14,20,000 Crore",India,IN,"Mumbai, India",Information Technology,IT Services & Consulting,https://www.tata-consultancy-services.com,https://www.tata-consultancy-services.com/careers
351,HDFC Bank Sub-351,hdfc-bank-sub-351,HDFCBANK.NS-351,NSE / BSE / NYSE,"₹12,80,000 Crore",India,IN,"Mumbai, India",Banking & Finance,Commercial Banking,https://www.hdfc-bank.com,https://www.hdfc-bank.com/careers
